nom;id;url;daily_price;weekly_price;description;img_link;tag_list;img_id;title_nl;text_nl
GROUPE ÉLECTROGÈNE 200 KVA;84109.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-200-kva;p.s.d.;p.s.d.;;https://www.boels.be/assets/modules/products/groupe_electrogene_200_kva_big_1.jpg;;https@__www.boels.be_assets_modules_products_groupe_electrogene_200_kva_big_1.jpg;STROOMAGGREGAAT 200 KVA;
GROUPE ÉLECTROGÈNE 250 KVA;84110.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-250-kva-2;p.s.d.;p.s.d.;;https://www.boels.be/assets/modules/products/groupe_electrogene_250_kva_2_big_1.jpg;;https@__www.boels.be_assets_modules_products_groupe_electrogene_250_kva_2_big_1.jpg;STROOMAGGREGAAT 250 KVA;
GROUPE ÉLECTROGÈNE 250 KVA;11618.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-250-kva;p.s.d.;p.s.d.;Outre toutes les options standards, ce générateur peut également se synchroniser avec d’autres générateurs pour obtenir un twinset ou un powerplant.Modèle industriel : pare-étincelles, fond étanche, stabiliséRaccordement pour réservoir externe de carburantLe prix est basé sur 8 heures de fonctionnement par jour et 40 heures/semaine et s'entend hors entretien, pour plus d'heures de fonctionnement une majoration est portée en compte;https://www.boels.be/assets/modules/products/groupe_electrogene_250_kva_big_1.jpg; + Power + Gants de protection obligatoires + Chaussures de protection obligatoires + Protections auditives et oculaires, et casque de protection obligatoires. + Transport en véhicule utilitaire;https@__www.boels.be_assets_modules_products_groupe_electrogene_250_kva_big_1.jpg;STROOMAGGREGAAT 250 KVA;Deze generator heeft naast alle standaard opties ook de mogelijkheid tot synchroniseren met andere generatoren om zo een twinset of powerplant te creëren.Industriële uitvoering: vonkenvanger, vloeistofdichte bodem, gestabiliseerdAansluiting voor externe brandstoftankPrijs is gebaseerd op 8 draaiuren per dag en 40 uren per week en exclusief onderhoud, bij meer draaiuren berekenen wij een toeslag
GROUPE ÉLECTROGÈNE 250 KVA;84121.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-250-kva-1;p.s.d.;p.s.d.;Version industrielle : pare-étincelles, fonds étanche, stabilisé (réglage automatique du nombre de tours)Super silencieuxConvient pour la prise en charge secteur et la gestion de la puissanceVersion 60 Hz possible sur demande;https://www.boels.be/assets/modules/products/groupe_electrogene_250_kva_1_big_1.jpg; + Power + Gants de protection obligatoires + Chaussures de protection obligatoires + Protections auditives et oculaires, et casque de protection obligatoires.;https@__www.boels.be_assets_modules_products_groupe_electrogene_250_kva_1_big_1.jpg;STROOMAGGREGAAT 250 KVA;Industriële uitvoering: vonkenvanger, vloeistofdichte bodem, gestabiliseerd (elektronische toerenregeling)Super silentGeschikt voor netovername en Power ManagementUitvoering 60 Hz op aanvraag mogelijk
GROUPE ÉLECTROGÈNE TWIN 250 KVA;84115.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-twin-250-kva;p.s.d.;p.s.d.;Version industrielle : pare-étincelles, fonds étanche, stabilisé (réglage automatique du nombre de tours)Super silencieuxConvient pour la prise en charge secteur et la gestion de la puissanceVersion 60 Hz possible sur demandeTwinset = 2 compresseur synchrones pour 100% de fiabilitéAgencement synchrone jusqu’à n'importe quelle puissance souhaitée;https://www.boels.be/assets/modules/products/groupe_electrogene_twin_250_kva_big_1.jpg; + Power + Gants de protection obligatoires + Chaussures de protection obligatoires + Protections auditives et oculaires, et casque de protection obligatoires. + Transport en véhicule utilitaire + Boels Evolution;https@__www.boels.be_assets_modules_products_groupe_electrogene_twin_250_kva_big_1.jpg;STROOMAGGREGAAT TWIN 250 KVA;Industriële uitvoering: vonkenvanger, vloeistofdichte bodem, gestabiliseerd (elektronische toerenregeling)Super silentGeschikt voor netovername en Power ManagementUitvoering 60 Hz op aanvraag mogelijkTwinset = 2 aggregaten die synchroon draaien voor 100% bedrijfszekerheidSynchroonopstellingen tot elk gewenst vermogen mogelijk
GROUPE ÉLECTROGÈNE 325 KVA;11613.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-325-kva;p.s.d.;p.s.d.;Large gamme de groupes électrogènes à faible niveau sonore entre 150 et 325 kVA. Utilisables pour les évènements, les tentes d'évènements, les chantiers, l'industrie, les hôpitaux, les dispositif d'urgence, etc.;https://www.boels.be/assets/modules/products/groupe_electrogene_325_kva_big_1.jpg; + Gants de protection obligatoires + Chaussures de protection obligatoires + Protections auditives et oculaires, et casque de protection obligatoires. + Transport en véhicule utilitaire;https@__www.boels.be_assets_modules_products_groupe_electrogene_325_kva_big_1.jpg;STROOMAGGREGAAT 325 KVA;Breed assortiment geluidgedempte stroomaggregaten tussen 150 en 325 kVA. Inzetbaar voor evenementen, feesttenten, bouwplaatsen, industrie, ziekenhuizen, noodvoorziening, etc.Industriële uitvoering: vonkenvanger, vloeistofdichte bodem, gestabiliseerdAansluiting voor externe brandstoftankPrijs is gebaseerd op 8 draaiuren per dag en 40 uren per week en exclusief onderhoud, bij meer draaiuren berekenen wij een toeslag
GROUPE ÉLECTROGÈNE 350 KVA;84188.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-350-kva;p.s.d.;p.s.d.;;https://www.boels.be/assets/modules/products/groupe_electrogene_350_kva_big_1.jpg;;https@__www.boels.be_assets_modules_products_groupe_electrogene_350_kva_big_1.jpg;STROOMAGGREGAAT 350 KVA;
GROUPE ÉLECTROGÈNE 400 KVA;84112.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-400-kva;p.s.d.;p.s.d.;Version industrielle : pare-étincelles, fonds étanche, stabilisé (réglage automatique du nombre de tours)Super silencieuxConvient pour la prise en charge secteur et la gestion de la puissanceVersion 60 Hz possible sur demandeTwinset = 2 compresseur synchrones pour 100% de fiabilitéAgencement synchrone jusqu’à n'importe quelle puissance souhaitée;https://www.boels.be/assets/modules/products/groupe_electrogene_400_kva_big_1.jpg; + Power + Gants de protection obligatoires + Chaussures de protection obligatoires + Protections auditives et oculaires, et casque de protection obligatoires.;https@__www.boels.be_assets_modules_products_groupe_electrogene_400_kva_big_1.jpg;STROOMAGGREGAAT 400 KVA;Industriële uitvoering: vonkenvanger, vloeistofdichte bodem, gestabiliseerd (elektronische toerenregeling)Super silentGeschikt voor netovername en Power ManagementUitvoering 60 Hz op aanvraag mogelijkTwinset = 2 aggregaten die synchroon draaien voor 100% bedrijfszekerheidSynchroonopstellingen tot elk gewenst vermogen mogelijk
GROUPE ÉLECTROGÈNE 500 KVA;84191.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-500-kva-1;p.s.d.;p.s.d.;;https://www.boels.be/assets/modules/products/groupe_electrogene_500_kva_1_big_1.jpg;;https@__www.boels.be_assets_modules_products_groupe_electrogene_500_kva_1_big_1.jpg;STROOMAGGREGAAT 500 KVA;
GROUPE ÉLECTROGÈNE 500 KVA;11638.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-500-kva;p.s.d.;p.s.d.;Pour tous vos problèmes énergétiques, Boels Électricité offre une solution adaptée. Les groupes électrogènes sont conformes aux exigences actuelles dans la navigation, le secteur énergétique, l'industrie chimique et le secteur évènementiel.Version industrielle : pare-étincelles, fonds étanche, stabilisé (réglage automatique du nombre de tours)Super silencieuxConvient pour la prise en charge secteur et la gestion de la puissanceVersion 60 Hz possible sur demandeTwinset = 2 compresseur synchrones pour 100% de fiabilitéAgencement synchrone jusqu’à n'importe quelle puissance souhaitée;https://www.boels.be/assets/modules/products/groupe_electrogene_500_kva_big_1.jpg; + Power + Gants de protection obligatoires + Chaussures de protection obligatoires + Protections auditives et oculaires, et casque de protection obligatoires. + Transport en véhicule utilitaire;https@__www.boels.be_assets_modules_products_groupe_electrogene_500_kva_big_1.jpg;STROOMAGGREGAAT 500 KVA;Voor al uw energieproblemen biedt Boels Power een passende oplossing. De aggregaten voldoen aan de uitlopende eisen voor gebruik binnen de scheepvaart, energiemarkt, chemische industrie en de eventsmarkt.Industriële uitvoering: vonkenvanger, vloeistofdichte bodem, gestabiliseerd (elektronische toerenregeling)
GROUPE ÉLECTROGÈNE 700 KVA;84194.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-700-kva;p.s.d.;p.s.d.;;https://www.boels.be/assets/modules/products/groupe_electrogene_700_kva_big_1.jpg;;https@__www.boels.be_assets_modules_products_groupe_electrogene_700_kva_big_1.jpg;STROOMAGGREGAAT 700 KVA;
GROUPE ÉLECTROGÈNE 1250 KVA;84180.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-1250-kva;p.s.d.;p.s.d.;;https://www.boels.be/assets/modules/products/groupe_electrogene_1250_kva_big_1.jpg;;https@__www.boels.be_assets_modules_products_groupe_electrogene_1250_kva_big_1.jpg;STROOMAGGREGAAT 1250 KVA;
GROUPE ÉLECTROGÈNE 1600 KVA;84183.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-1600-kva;p.s.d.;p.s.d.;;https://www.boels.be/assets/modules/products/groupe_electrogene_1600_kva_big_1.jpg;;https@__www.boels.be_assets_modules_products_groupe_electrogene_1600_kva_big_1.jpg;STROOMAGGREGAAT 1600 KVA;
CONTENEUR START-UP 10 PIEDS;19560.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/conteneur-start-up-10-pieds;p.s.d.;p.s.d.;Avec le conteneur Start-up, vous équipez immédiatement votre chantier d'eau et d'électricité. Avec le conteneur Start Up, vous pouvez démarrer votre chantier quand vous le voulez sans devoir attendre la réalisation des raccordements électriques. Vous ne dépendez plus de tiers.10 pieds comporte un réservoir diesel, réservoir d'eau et pompe hydrophoreProtection antivandalismeInterrupteur-programmateur sur demande;https://www.boels.be/assets/modules/products/conteneur_start_up_10_pieds_big_1.jpg; + Gants de protection obligatoires + Chaussures de protection obligatoires + Protection auditive obligatoire;https@__www.boels.be_assets_modules_products_conteneur_start_up_10_pieds_big_1.jpg;START-UP CONTAINER 10 FT;Met de Start-up container voorziet u elke bouwlocatie in no time van water en stroom. Met de Start-up container kunt u uw bouw opstarten op het moment dat ú het wilt en niet wanneer eindelijk de bouwaansluiting is gerealiseerd. U bent niet meer afhankelijk van derden.10 ft voorzien van dieseltank, watertank, hydrofoorpompVandalismebestendigTijdschakelaar op aanvraag
GROUPE ÉLECTROGÈNE EN CONTENEUR 20 KVA TRÈS SILENCIEUX;12680.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/groupe-electrogene-en-conteneur-20-kva-tres-silencieux;p.s.d.;p.s.d.;Niveau sonore atténué jusqu'à 51 dB(A) ! Ces groupes électrogènes conviennent à merveille pour une utilisation dans un quartier résidentiel ou des situations ne permettant pas de faire du bruit. Le grand réservoir intégré de 1.000 litres de carburant garantit une utilisation ininterrompue pendant de longues périodes.;https://www.boels.be/assets/modules/products/groupe_electrogene_en_conteneur_20_kva_tres_silencieux_big_1.jpg; + Gants de protection obligatoires + Chaussures de protection obligatoires + Transport en véhicule utilitaire + Boels Evolution;https@__www.boels.be_assets_modules_products_groupe_electrogene_en_conteneur_20_kva_tres_silencieux_big_1.jpg;CONTAINERAGGREGAAT 20 KVA SUPER SILENT;Geluidgedempt tot maar liefst 51 dB(A) !Deze aggregaten zijn uitermate geschikt voor gebruik in een woonwijk of situaties waar bijna geen geluid toegestaan is.De grote ingebouwde 1000 liter brandstoftank staat garantvoor onafgebroken gebruik voor langere periodes.Extreem stilVandalismebestendig
GÉNÉRATEUR HYBRIDE;84199.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes/generateur-hybride;p.s.d.;p.s.d.;Ce groupe électrogène hybride est équipé de panneaux solaires et d'une batterie intégrée. Cela permet une économie de carburant de 60% par rapport aux groupes électrogènes classiques. Ce groupe électrogène fournit de l'énergie, qui est stockée dans la batterie. Ce n'est que lors de pics d'utilisation à grande puissance que le générateur intégré s'enclenche.Remote monitoring;https://www.boels.be/assets/modules/products/generateur_hybride_big_1.jpg; + Industrial + Power + Gants de protection obligatoires + Transport en véhicule utilitaire + Boels Evolution;https@__www.boels.be_assets_modules_products_generateur_hybride_big_1.jpg;HYBRIDE AGGREGAAT;Dit Hybride aggregaat is voorzien van een ingebouwd accupakket. Dit zorgt voor de besparing van zestig procent aan brandstofverbruik ten opzichte van reguliere aggregaten. Dit aggregaat levert energie, dat wordt opgeslagen in het accupakket. Alleen bij piekmomenten van een groot vermogen schakelt de ingebouwde generator in.Remote monitoring
GROUPE ÉLECTROGÈNE 20 KVA MOBILE;;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes-mobiles/groupe-electrogene-20-kva-mobile;p.s.d.;p.s.d.;Boels loue un grand nombre de groupes électrogènes mobiles. Ils peuvent être utilisés sur des chantiers, lors d’événements, etc.ONE CALL 070-22 28 18 (€ 0,15 p/min.);; + Gants de protection obligatoires + Chaussures de protection obligatoires + Protections auditives et oculaires, et casque de protection obligatoires. + Transport en voiture particulière + Equipé d’un dispositif d’attelage;;;
GROUPE ÉLECTROGÈNE 30 KVA MOBILE;;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes-mobiles/groupe-electrogene-30-kva-mobile;p.s.d.;p.s.d.;Groupe électrogène à faible niveau sonore entre 10 et 30 kVA. Utilisable pour des évènements, des tentes pour évènements, chantiers, chariots de carnaval, etc.ONE CALL 070-22 28 18 (€ 0,15 p/min.);https://www.boels.be/assets/modules/products/groupe_electrogene_30_kva_mobile_big_1.jpg; + Gants de protection obligatoires + Chaussures de protection obligatoires + Protections auditives et oculaires, et casque de protection obligatoires. + Transport en véhicule utilitaire;https@__www.boels.be_assets_modules_products_groupe_electrogene_30_kva_mobile_big_1.jpg;;
GROUPE ÉLECTROGÈNE 40 KVA MOBILE;11614.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes-mobiles/groupe-electrogene-40-kva-mobile;€ 152,46;€ 381,15;Boels loue un grand nombre de types différents groupes électrogènes mobiles. Par exemple ce générateur de 40 kVA à faible niveau sonore. Il est utilisable dans l’événementiel, les tentes festives, sur les chantiers, chars de parade etc.Modèle industriel : fond étanche, stabiliséAvec raccordement pour bornier;https://www.boels.be/assets/modules/products/groupe_electrogene_40_kva_mobile_big_1.jpg; + Gants de protection obligatoires + Chaussures de protection obligatoires + Protections auditives et oculaires, et casque de protection obligatoires. + Equipé d’un dispositif d’attelage;https@__www.boels.be_assets_modules_products_groupe_electrogene_40_kva_mobile_big_1.jpg;STROOMAGGREGAAT 40 KVA MOBIEL;Boels verhuurt een groot aantal mobiele stroomaggregaten. Bijvoorbeeld deze geluidgedempte stroomaggregaat van 40 kVA. Deze is inzetbaar tijdens evenementen, in feesttenten, op bouwplaatsen, op paradewagens etc.Industriële uitvoering: vloeistofdichte bodem, gestabiliseerdVoorzien van klemmenbord aansluiting
GROUPE ÉLECTROGÈNE 60 KVA MOBILE;11606.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes-mobiles/groupe-electrogene-60-kva-mobile;p.s.d.;p.s.d.;Modèle industriel : fond étanche, stabiliséAvec raccordement pour bornier;https://www.boels.be/assets/modules/products/groupe_electrogene_60_kva_mobile_big_1.jpg; + Gants de protection obligatoires + Chaussures de protection obligatoires + Protections auditives et oculaires, et casque de protection obligatoires. + Equipé d’un dispositif d’attelage;https@__www.boels.be_assets_modules_products_groupe_electrogene_60_kva_mobile_big_1.jpg;STROOMAGGREGAAT 60 KVA MOBIEL;Industriële uitvoering: vloeistofdichte bodem, gestabiliseerdVoorzien van klemmenbord aansluiting
GROUPE ÉLECTROGÈNE 80 KVA MOBILE;;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes-mobiles/groupe-electrogene-80-kva-mobile;p.s.d.;p.s.d.;ONE CALL 070-22 28 18 (€ 0,15 p/min.);https://www.boels.be/assets/modules/products/groupe_electrogene_80_kva_mobile_big_1.jpg; + Gants de protection obligatoires + Chaussures de protection obligatoires + Protections auditives et oculaires, et casque de protection obligatoires. + Transport en voiture particulière + Equipé d’un dispositif d’attelage;https@__www.boels.be_assets_modules_products_groupe_electrogene_80_kva_mobile_big_1.jpg;;
GROUPE ÉLECTROGÈNE 100 KVA MOBILE;11610.0;https://www.boels.be/fr/louer/energie-eclairage/groupes-electrogenes-mobiles/groupe-electrogene-100-kva-mobile;p.s.d.;p.s.d.;Modèle industriel : fond étanche, stabiliséAvec raccordement pour bornier;https://www.boels.be/assets/modules/products/groupe_electrogene_100_kva_mobile_big_1.jpg; + Gants de protection obligatoires + Chaussures de protection obligatoires + Protections auditives et oculaires, et casque de protection obligatoires. + Equipé d’un dispositif d’attelage;https@__www.boels.be_assets_modules_products_groupe_electrogene_100_kva_mobile_big_1.jpg;STROOMAGGREGAAT 100 KVA MOBIEL;Industriële uitvoering: vloeistofdichte bodem, gestabiliseerdVoorzien van klemmenbord aansluiting
RÉSERVOIR À CARBURANT DIESEL 100 LITRES MOBILE;14588.0;https://www.boels.be/fr/louer/energie-eclairage/reservoirs-a-carburant/reservoir-a-carburant-diesel-100-litres-mobile;€ 36,30;€ 72,60;En cas de besoin temporaire de stockage de carburant vous pouvez transporter le carburant là où il est nécessaire avec ce réservoir mobile plein de carburant et agréé pour l'Union européenne. Le réservoir intérieur en plastique imputrescible conserve la pureté du carburant. Grâce à ses petites dimensions ce réservoir est idéal pour une utilisation dans des endroits où l'espace est limité car ce réservoir peut passer par des ouvertures de portes et rentre dans un ascenseur.Pompe manuelle intégrée pour la fourniture de dieselDouble paroiDimensions compactesApprouvé par l’Union européenne;https://www.boels.be/assets/modules/products/reservoir_a_carburant_diesel_100_litres_mobile_big_1.jpg; + Gants de protection obligatoires + Chaussures de protection obligatoires + Protection oculaire obligatoire + Transport en véhicule utilitaire;https@__www.boels.be_assets_modules_products_reservoir_a_carburant_diesel_100_litres_mobile_big_1.jpg;BRANDSTOFTANK DIESEL 100 LITER MOBIEL;Bij behoefte aan tijdelijke opslag van brandstof kunt u met deze voor de Europese unie goedgekeurde mobiele brandstof tank vol met brandstof van en naar de plek waar deze benodigd is. De duurzame plastic binnentank houdt de brandstof schoon. Door zijn compacte afmetingen is deze tank ideaal te gebruiken op plaatsen waar de ruimte beperkt is want deze tank kan door deuropeningen en kan in een lift.Geïntegreerde handpomp voor dieselafgifteDubbelwandigCompacte afmetingenDoor Europese Unie goedgekeurd
RÉSERVOIR À CARBURANT 995 LITRES;14617.0;https://www.boels.be/fr/louer/energie-eclairage/reservoirs-a-carburant/reservoir-a-carburant-995-litres;€ 72,60;€ 145,20;Besoin de stockage temporaire de carburant ? Avec ces réservoirs à carburants, vous ne prenez aucun risque.Double cloison avec bac de récupérationConforme aux exigences internationales en matière d'installations de stockage provisoires non stationnaires et de transportégalement disponible avec pompe à carburant;https://www.boels.be/assets/modules/products/reservoir_a_carburant_995_litres_big_1.jpg; + Gants de protection obligatoires + Chaussures de protection obligatoires + Transport en véhicule utilitaire;https@__www.boels.be_assets_modules_products_reservoir_a_carburant_995_litres_big_1.jpg;BRANDSTOFTANK 995 LITER;Behoefte aan tijdelijke opslag van brandstof? Met deze brandstoftanks speelt u op safe.Dubbelwandig met lekbakVoldoet aan internationale eisen voor tijdelijke niet-stationaire opslaginstallaties en vervoerOok verkrijgbaar met brandstofpomp
RÉSERVOIR À CARBURANT 3 000 LITRES;14618.0;https://www.boels.be/fr/louer/energie-eclairage/reservoirs-a-carburant/reservoir-a-carburant-3-000-litres;€ 105,88;€ 211,75;Besoin de stockage temporaire de carburant ? Avec ces réservoirs à carburants, vous ne prenez aucun risque.Double cloison avec bac de récupérationConforme aux exigences internationales en matière d'installations de stockage provisoires non stationnaires et de transportégalement disponible avec pompe à carburant;https://www.boels.be/assets/modules/products/reservoir_a_carburant_3_000_litres_big_1.jpg; + Gants de protection obligatoires + Chaussures de protection obligatoires + Transport en véhicule utilitaire;https@__www.boels.be_assets_modules_products_reservoir_a_carburant_3_000_litres_big_1.jpg;BRANDSTOFTANK 3.000 LITER;Behoefte aan tijdelijke opslag van brandstof? Met deze brandstoftanks speelt u op safe.Dubbelwandig met lekbakVoldoet aan internationale eisen voor tijdelijke niet-stationaire opslaginstallaties en vervoerOok verkrijgbaar met brandstofpomp
RÉSERVOIR À CARBURANT 5.500 LITRES;72111.0;https://www.boels.be/fr/louer/energie-eclairage/reservoirs-a-carburant/reservoir-a-carburant-5.500-litres;p.s.d.;p.s.d.;;https://www.boels.be/assets/modules/products/reservoirs_a_carburant_jusqua_20.000_l_big_1.jpg; + Industrial;https@__www.boels.be_assets_modules_products_reservoirs_a_carburant_jusqua_20.000_l_big_1.jpg;BRANDSTOFTANK 5.500 LITER;
RÉSERVOIR À CARBURANT 20.000 LITRES;74100.0;https://www.boels.be/fr/louer/energie-eclairage/reservoirs-a-carburant/reservoir-a-carburant-20.000-litres;p.s.d.;p.s.d.;;https://www.boels.be/assets/modules/products/reservoirs_a_carburant_jusqua_20.000_l_big_1.jpg; + Industrial;https@__www.boels.be_assets_modules_products_reservoirs_a_carburant_jusqua_20.000_l_big_1.jpg;BRANDSTOFTANK 20.000 LITER;
ARMOIRES DE DISTRIBUTION 32 AMPÈRES;;https://www.boels.be/fr/louer/energie-eclairage/armoires-de-distribution/armoires-de-distribution-32-amperes;€ 27,83;€ 55,66;Armoires de distribution en plastique pour les applications les plus lourdes et les plus diverses. Les armoires de distribution peuvent être mises en boucles vers des armoires de distribution plus petites grâce aux diverses armoires de distribution de 125 A, 63 A et 32 A. Explication des abréviations : (BN) = Terre française, (MN) = Terre allemande[12907] chaque raccordement sécurisé séparément (30 mA)[12907] avec 5 mètres de câble;https://www.boels.be/assets/modules/products/armoires_de_distribution_32_amperes_big_1.jpg; + Gants de protection obligatoires + Chaussures de protection obligatoires + Transport en voiture particulière;https@__www.boels.be_assets_modules_products_armoires_de_distribution_32_amperes_big_1.jpg;;
ARMOIRES DE DISTRIBUTION 63 AMPÈRES;;https://www.boels.be/fr/louer/energie-eclairage/armoires-de-distribution/armoires-de-distribution-63-amperes;€ 48,40;€ 96,80;Armoires de distribution en plastique pour les applications les plus lourdes et les plus diverses. Les armoires de distribution peuvent être mises en boucles vers des armoires de distribution plus petites grâce aux diverses armoires de distribution de 125 A, 63 A et 32 A. Explication des abréviations : (BN) = Terre française, (MN) = Terre allemande;https://www.boels.be/assets/modules/products/armoires_de_distribution_63_amperes_big_1.jpg; + Gants de protection obligatoires + Chaussures de protection obligatoires + Transport en voiture particulière;https@__www.boels.be_assets_modules_products_armoires_de_distribution_63_amperes_big_1.jpg;;
ARMOIRES DE DISTRIBUTION JUSQU’À 250 AMPÈRES;;https://www.boels.be/fr/louer/energie-eclairage/armoires-de-distribution/armoires-de-distribution-jusqua-250-amperes;€ 60,50;€ 121,00;Les armoires de distribution (principales) et les armoires de 125 ampères qui sont connectées par des câbles électriques et utilisés pour une distribution principale.;https://www.boels.be/assets/modules/products/armoires_de_distribution_jusqua_250_amperes_big_1.jpg; + Industrial + Gants de protection obligatoires + Chaussures de protection obligatoires + Transport en voiture particulière;https@__www.boels.be_assets_modules_products_armoires_de_distribution_jusqua_250_amperes_big_1.jpg;;
ARMOIRES DE DISTRIBUTION JUSQU’À 2100 AMPÈRES;;https://www.boels.be/fr/louer/energie-eclairage/armoires-de-distribution/armoires-de-distribution-jusqua-2100-amperes;p.s.d.;p.s.d.;Les armoires de distribution (principales) raccordées aux câbles de puissance sont utilisées pour la distribution principale.[82357,82313,82339] avec connexion ethernet et multimètre[82357] disjoncteurs réglages type A + B 0,1 - 10A;https://www.boels.be/assets/modules/products/armoires_de_distribution_jusqua_2100_amperes_big_1.jpg; + Industrial + Power + Gants de protection obligatoires + Chaussures de protection obligatoires + Transport en véhicule utilitaire;https@__www.boels.be_assets_modules_products_armoires_de_distribution_jusqua_2100_amperes_big_1.jpg;;
RALLONGES 230 V;;https://www.boels.be/fr/louer/energie-eclairage/cables/rallonges-230-v;€ 10,89;€ 21,78;Boels propose une gamme complète de rallonges de haute qualité pour chaque machine.;https://www.boels.be/assets/modules/products/rallonges_230_v_big_1.jpg; + Gants de protection obligatoires + Transport en voiture particulière;https@__www.boels.be_assets_modules_products_rallonges_230_v_big_1.jpg;;
BLOC MULTIPRISE 230V;;https://www.boels.be/fr/louer/energie-eclairage/cables/bloc-multiprise-230v;€ 10,29;€ 20,57;Boels dispose d'un assortiment complet de multiprises de haute qualité.;https://www.boels.be/assets/modules/products/bloc_multiprise_230v_big_1.jpg; + Gants de protection obligatoires + Transport en voiture particulière;https@__www.boels.be_assets_modules_products_bloc_multiprise_230v_big_1.jpg;;
DÉVIDOIRS 230V;;https://www.boels.be/fr/louer/energie-eclairage/cables/devidoirs-230v;€ 14,52;€ 29,04;Boels dispose d'un assortiment complet d'enrouleurs de haute qualité.;https://www.boels.be/assets/modules/products/devidoirs_230v_big_1.jpg; + Gants de protection obligatoires + Transport en voiture particulière;https@__www.boels.be_assets_modules_products_devidoirs_230v_big_1.jpg;;
RALLONGES 400 V;;https://www.boels.be/fr/louer/energie-eclairage/cables/rallonges-400-v;€ 47,19;€ 94,38;Les rallonges 400 V relient les groupes électrogènes et notre gamme d'armoires de distribution. Les utilisateurs de ces câbles sont notamment les entreprises de l'industrie, de la construction et de l'événementiel. Les rallonges de Boels ont toutes une fiche à 5 pôles et une contre-fiche.[12914] réducteur M12 pour contre-fiche 125 A;https://www.boels.be/assets/modules/products/rallonges_400_v_big_1.jpg; + Gants de protection obligatoires + Transport en voiture particulière;https@__www.boels.be_assets_modules_products_rallonges_400_v_big_1.jpg;;
BLOC MULTIPRISE 400 V;12907.0;https://www.boels.be/fr/louer/energie-eclairage/cables/bloc-multiprise-400-v;€ 21,18;€ 42,35;Pour les sites ne disposant que d’un branchement de 400 V et qui nécessitent un branchement de 230 V. Ce bloc multiprise vous permet de créer facilement 6 prises de 230V.Chaque raccordement sécurisé séparément (30 mA)Avec 5 mètres de câble;https://www.boels.be/assets/modules/products/bloc_multiprise_400_v_big_1.jpg; + Gants de protection obligatoires + Chaussures de protection obligatoires + Transport en voiture particulière;https@__www.boels.be_assets_modules_products_bloc_multiprise_400_v_big_1.jpg;VERDEELDOOS 400 V;Voor locaties waar alleen een 400 V aansluiting beschikbaar is en een 230 V aansluiting nodig is. Met deze verdeeldoos creëert u eenvoudig 6 230 V aansluitingen.Elke aansluiting apart afgezekerd (30mA)Met 5 meter kabel
CÂBLES DE PUISSANCE;;https://www.boels.be/fr/louer/energie-eclairage/cables/cables-de-puissance;p.s.d.;p.s.d.;Câbles de puissance pour groupes électrogènes > 150 kVA. Ces câbles vous permettent de raccorder des armoires de puissance jusqu’à 630 ampères. Vous pouvez prolonger ces câbles avec une armoire de couplage.[12936] convient pour groupes électrogènes de 150 kVA[12940] convient pour groupes électrogènes de 325 et 500 kVA[12918] coffret d’interconnexion[12918] convient pour tous les câbles de puissance jusqu’à 120 mm²;https://www.boels.be/assets/modules/products/cables_de_puissance_big_1.jpg; + Gants de protection obligatoires + Chaussures de protection obligatoires + Transport en voiture particulière;https@__www.boels.be_assets_modules_products_cables_de_puissance_big_1.jpg;;
