nom;id;url;daily_price;weekly_price;description;title_nl;text_nl
GÇ?NÇ?RATEUR D'AIR CHAUD DIESEL 120 KW HAUTE PRESSION;11377.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-diesel/generateur-dair-chaud-diesel-120-kw-haute-pression;635,25; ;Générateur d'air chaud à combustion indirecte pour un air chaud propre et plus sec. Pour obtenir de l'air chaud on utilise un échangeur de chaleur chauffé par combustion. L'air à réchauffer circule par l'échangeur de chaleur et l'extérieur de la chaudière de combustion séparé de l'air de combustion.;DIESELHEATER INDIRECT 120 KW HIGH PRESSURE;Indirect gestookte heater welke zorgt voor schone en drogere warme lucht. Er wordt voor het verkrijgen van warme lucht gebruik gemaakt van een warmtewisselaar die door verbranding wordt opgewarmd. De te verwarmen lucht stroomt nu gescheiden van deze verbrandingslucht over de warmtewisselaar en buitenzijde van de verbrandingsketel.Ook op gas verkrijgbaarGeschikt voor dak- / binnenopstellingMobiel en compact
GÇ?NÇ?RATEUR D'AIR CHAUD DIESEL (COMB. INDIRECTE) 135 KW;;https://www.boels.be/fr/louer/controle-climatique/chauffage-diesel/generateur-dair-chaud-diesel-comb.-indirecte-135-kw;p.s.d.;p.s.d.;Les générateurs d'air chaud à combustion indirecte sont idéaux pour les grands locaux ou les tentes. Dans les générateurs d'air chaud à combustion indirecte, l'air à chauffer est totalement séparé de la chambre de combustion. Cela produit un air chaud à 100% propre, inodore et exempt de tout gaz de fumée.;;
GÇ?NÇ?RATEUR D'AIR CHAUD DIESEL 150 KW INDIRECT;;https://www.boels.be/fr/louer/controle-climatique/chauffage-diesel/generateur-dair-chaud-diesel-150-kw-indirect;p.s.d.;p.s.d.;Chaudière entièrement automatique avec échangeur de chaleur et haut rendement. Pour chauffer et ventiler des ateliers, des halles, des tentes événementielles et des sites de construction. Convient pour une utilisation avec des conduits d'évacuation. Construction robuste et polyvalente. Mobile, sur roues avec crochets pour le transport par grue. Thermostat spécial forte humidité de l'air, avec 10 m de câble préchauffeur à bain d'huile.;;
GÇ?NÇ?RATEUR D'AIR CHAUD DIESEL 200 KW HAUTE PRESSION;14676.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-diesel/generateur-dair-chaud-diesel-200-kw-haute-pression;p.s.d.;p.s.d.;Ce générateur d'air chaud diesel est équipé d'un ventilateur particulièrement puissant. Celui-ci assure une répartition idéale de l'air chaud. Les générateurs d'air chaud à combustion indirecte sont plus polyvalents que les générateurs d'air chaud à combustion directe car ils ne produisent pas d'humidité et ne libèrent pas de gaz d'échappement.également disponible au gazConvient pour installation sur toiture / en extérieur;DIESELHEATER INDIRECT 200 KW HIGH PRESSURE;Deze diesel gestookte heater beschikt over een zeer krachtige ventilator. Deze zorgt voor een ideale verdeling van de warme lucht. Indirect gestookte heaters zijn breder inzetbaar dan direct gestookte heaters omdat ze geen vocht produceren en geen uitlaatgassen laten vrijkomen.Ook op gas verkrijgbaarGeschikt voor dak- / binnenopstelling
GÇ?NÇ?RATEUR D'AIR CHAUD DIESEL 385 KW HAUTE PRESSION;14608.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-diesel/generateur-dair-chaud-diesel-385-kw-haute-pression;p.s.d.;p.s.d.;Puissants générateur d'air chaud à combustion indirecte qui permet de répartir de manière optimale la chaleur dans une pièce ou même de chauffer plusieurs pièces en même temps, grâce à un répartiteur et des gaines. Avec une gaine flexible la pièce la plus difficile d'accès peut être chauffée.;DIESELHEATER INDIRECT 385 KW HIGH PRESSURE;Krachtige indirect gestookte heater welke door middel van een verdeelstuk en luchtslangen de warmte optimaal over een ruimte kan verdelen of zelfs meerdere ruimten tegelijk kan verwarmen. Met een flexibele luchtslang kan de meest lastig bereikbare plaats verwarmd worden.Ook op gas verkrijgbaarGeschikt voor dak- / binnenopstelling
RADIATEUR Ç?LECTRIQUE Ç? RAYONNEMENT INFRAROUGE;11381.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-electrique/radiateur-electrique-a-rayonnement-infrarouge;51,43;102,85;Tout ce qui est se trouve à portée de rayonnement de ce chauffage est chauffé. Convient en particulier pour chauffer un poste de travail distinct dans un grand entrepÇït, au bureau ou dans un atelier.Dans les 2 secondes 3 kw de chaleur directeAucun problème de condensation, de fumée ou de déplacement d'airFaible niveau sonoreConvient comme sèche-peinture;ELEKTRISCHE INFRAROODSTRALER;Alles wat zich binnen het stralingsbereik van deze verwarming bevindt wordt opgewarmd. Bijzonder geschikt voor het verwarmen van bijvoorbeeld een afzonderlijke werkplek is een grote hal, op kantoor of in de werkplaats.Binnen 2 seconden 3 kW aan directe warmteGeen last van condensatie, rook of luchtverplaatsingGeluidsarmGeschikt als verfdroger
CONVECTEUR 2 KW;11307.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-electrique/convecteur-2-kw;12,1;24,2;Convecteur électrique pour le chauffage de petites pièces (bureaux, salles de détente, etc.)En combinaison avec un déshumidificateur pour l'assèchement d'espaces;CONVECTORVERWARMING 2 KW;Elektrische convectorverwarming voor het verwarmen van kleinere ruimten zoals kantoren, schaftwagens en units.In combinatie met bouwdrogers voor het drogen van ruimtesMet apart in te schakelen ventilatorIdeaal voor units en schaftwagensThermische beveiliging
CHAUFFAGE Ç?LECTRIQUE 230V - 3 KW;11305.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-electrique/chauffage-electrique-230v-3-kw;27,23;54,45;Les chauffages électriques produisent un air chaud, propre et sec. C'est pourquoi ils sont tout à fait adaptés au chauffage des locaux. Ils ne consomment pas d'oxygène et ne produisent pas d'humidité.;ELEKTROHEATER 230V - 3 KW;Elektroheaters produceren schone, droge en warme lucht. Ze zijn daarom uitermate geschikt voor het verwarmen van ruimten. Ze verbruiken geen zuurstof en produceren geen vocht.Voorzien van thermostaat en standenschakelaarIn combinatie met bouwdrogers voor het drogen van ruimtesThermische beveiliging
AÇ?ROTHERME Ç?LECTRIQUE 9 KW;11306.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-electrique/aerotherme-electrique-9-kw;45,38;90,75;Générateur d'air chaud compact idéal pour chauffer des endroits difficiles d'accès. Ces générateurs d'air chaud sont souvent utilisés dans la construction (navale), l'industrie et les ateliers mais, grâce à leur niveau sonore réduit, ils conviennent également parfaitement pour chauffer votre événement.;ELEKTROHEATER 9 KW;Compacte heater welke uitermate geschikt is voor het verwarmen van moeilijk bereikbare plaatsen. Deze heaters worden veel ingezet in de (scheeps)bouw, industrie en werkplaatsen maar is door het lage geluidsniveau ook perfect voor het verwarmen van uw evenement.Voorzien van thermostaat en standenschakelaarIn combinatie met bouwdrogers voor het drogen van ruimtesThermische beveiliging
AÇ?ROTHERME Ç?LECTRIQUE 15 KW;11331.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-electrique/aerotherme-electrique-15-kw;55,66;111,32;Générateur d'air chaud pour chauffer ou sécher des constructions. Ce générateur d'air chaud est équipé d'une protection thermique et peut être réglé au moyen d'un thermostat d'espace interne. Vous pouvez avec ce générateur d'air chaud également uniquement ventiler sans que celui-ci ne produise de chaleur.;ELEKTROHEATER 15 KW;Efficiënte heater voor het verwarmen of drogen van constructies. Deze heater is thermisch beveiligd en inregelbaar met een interne ruimte thermostaat. Ook kunt u met deze heater enkel ventileren zonder dat deze warmte produceerd.Voorzien van thermostaat en standenschakelaarIn combinatie met bouwdrogers voor het drogen van ruimtesThermische beveiliging
AÇ?ROTHERME Ç?LECTRIQUE 18 KW;11364.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-electrique/aerotherme-electrique-18-kw;64,74;129,47;Générateur d'air chaud particulièrement robuste conçu pour le travail lourd et qui est dès lors utilisé surtout dans la construction et l'industrie. Grâce à son boÇ©tier robuste et à ses éléments chauffants en Inox ce générateur d'air chaud peut également être utilisé en extérieur. Ce générateur d'air chaud peut également être équipé d'une gaine pour chauffer des endroits difficiles d'accès.;ELEKTROHEATER 18 KW;Zeer robuuste heater gemaakt voor het zware werk en wordt dus vooral ingezet in de bouw en industrie. Door de sterke behuizing en RVS verwarmingselementen kan deze heater ook prima buiten worden opgesteld. Tevens kan deze heater worden voorzien van een luchtslang voor het verwarmen van moeilijk bereikbare plaatsen.Voorzien van thermostaat en standenschakelaarIn combinatie met bouwdrogers voor het drogen van ruimtesThermische beveiligingZeer mobiel door wielonderstel
AÇ?ROTHERME Ç?LECTRIQUE 22 KW;14670.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-electrique/aerotherme-electrique-22-kw;71,39;142,78;Ces appareils de chauffage électriques constituent la manière la plus simple et la plus rapide de chauffer et d'assécher. Ils sont fréquemment utilisés lors de projets de construction, dans les ateliers, navires et locaux provisoires. Pour l'assèchement de locaux, ces chauffages électriques sont souvent employés avec des déshumidificateurs.;ELEKTROHEATER 22 KW;Deze elektroheaters zijn de snelste en gemakkelijkste manier van verwarmen of drogen. Deze heaters worden vaak gebruikt bij bouwprojecten, werkplaatsen, schepen en tijdelijke ruimtes. Voor het drogen van ruimtes worden deze heaters vaak ingezet in combinatie met bouwdrogers.Voorzien van thermostaat en standenschakelaarIn combinatie met bouwdrogers voor het drogen van ruimtesThermische beveiliging
RADIATEUR Ç?LECTRIQUE 10 KW / DÇ?SHUMIDIFICATEUR;11379.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-electrique/radiateur-electrique-10-kw-deshumidificateur;60,5;121;Radiateur typhoon électrique avec un déplacement d'air plus important que les radiateurs électriques standards. L'air chaud est soufflé au ras du sol, ce qui permet à ce chauffage d'être utilisé pour sécher des sols.;ELEKTROHEATER 10 KW / DROGER;Elektro typhoon heater met een grotere luchtverplaatsing dan standaard elektroheaters. De warme lucht wordt laag over de vloer uitgeblazen waardoor de heater gebruikt kan worden voor het drogen van vloeren.In combinatie met bouwdrogers voor het drogen van ruimtesPerfect voor het drogen van vloeren
CHAUFFAGE Ç?LECTRIQUE 40 KW HAUTE PERFORMANCE;14609.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-electrique/chauffage-electrique-40-kw-haute-performance;p.s.d.;p.s.d.;Ce générateur d'air chaud électrique haute performance est facile à utiliser et ne consomme pas de O2. Ce produit écologique est idéal pour toutes les applications pour lesquelles de grandes quantités d'air sont nécessaires ou pour lesquelles l'utilisation de chauffages diesel à combustion indirecte n'est pas possible.Modèle anti-explosion disponibleJusqu'à 100 m de flexible à utiliserPas de perte de pressionUtilisable comme banc de charge;ELEKTROHEATER 40 KW HIGH PERFORMANCE;De high performance elektroheater is gebruiksvriendelijk en kent geen O2-verbruik. Dit milieuvriendelijke product is geschikt voor alle toepassingen waarbij grote hoeveelheden lucht nodig zijn of het gebruik van indirect diesel gestookte heaters niet mogelijk is.Explosievrije uitvoering mogelijkTot 100 m slang toepasbaarGeen drukverliesInzetbaar als loadbank
CHAUFFAGE Ç?LECTRIQUE 80 KW HAUTE PERFORMANCE;14616.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-electrique/chauffage-electrique-80-kw-haute-performance;p.s.d.;p.s.d.;Le chauffage électrique haute performance est unique en Europe, convivial, et dispose des dernières technologies. Ce chauffage est idéal pour toutes les applications pour lesquelles de grandes quantités d'air sont nécessaires ou pour lesquelles l'utilisation de chauffages diesel à combustion indirecte n'est pas possible sans évacuation des gaz de fumée.Modèle anti-explosion disponibleJusqu'à 100 m de flexible à utiliserPas de perte de pressionUtilisable comme banc de charge;ELEKTROHEATER 80 KW HIGH PERFORMANCE;De high performance elektroheater is uniek in Europa en beschikt over de laatste technologie en is gebruiksvriendelijk. De heater is geschikt voor toepassingen waarbij grote hoeveelheden lucht nodig zijn of het gebruik van indirect diesel gestookte heaters niet mogelijk is, zonder rookgasafvoer.Explosievrije uitvoering mogelijkTot 100 m slang toepasbaarGeen drukverliesInzetbaar als loadbank
CHAUFFAGE Ç?LECTRIQUE 120 KW HAUTE PERFORMANCE;14587.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-electrique/chauffage-electrique-120-kw-haute-performance;p.s.d.;p.s.d.;Le chauffage électrique haute performance est unique en Europe, convivial, et dispose des dernières technologies. Ce chauffage est idéal pour toutes les applications pour lesquelles de grandes quantités d'air sont nécessaires ou pour lesquelles l'utilisation de chauffages diesel à combustion indirecte n'est pas possible sans évacuation des gaz de fumée.;ELEKTROHEATER 120 KW HIGH PERFORMANCE;De high performance elektroheater is uniek in Europa en beschikt over de laatste technologie en is gebruiksvriendelijk. De heater is geschikt voor toepassingen waarbij grote hoeveelheden lucht nodig zijn of het gebruik van indirect diesel gestookte heaters niet mogelijk is, zonder rookgasafvoer.Explosievrije uitvoering mogelijkTot 100 m slang toepasbaarGeen drukverliesInzetbaar als loadbank
RIDEAU D'AIR 9 KW;11300.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-electrique/rideau-dair-9-kw;57,48;114,95;Un rideau d'air installé au-dessus de l'entrée empêche le climat extérieur d'influer sur le climat intérieur. Avec un rideau d'air, il n'est pas nécessaire que le niveau du chauffage normal soit élevé pour chauffer suffisamment l'espace.;LUCHTGORDIJN 9 KW;Een luchtgordijn dat boven de entree wordt gemonteerd, zorgt ervoor dat het buitenklimaat vrijwel geen invloed heeft op het binnenklimaat.Door een luchtgordijnen hoeft de normale verwarming minder hoog te staan om de ruimte toch voldoende te verwarmen.Zeer geluidsarmEenvoudige montageVoorzien van thermostaat en standenschakelaarMontage door onze deskundige medewerkers is mogelijk
GÇ?NÇ?RATEUR D'AIR CHAUD Ç? PELLETS 200 KW;82606.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-co2-neutre/generateur-dair-chaud-a-pellets-200-kw;p.s.d.;p.s.d.;Boels offre une solution de chauffage mobile, durable et économique ! Le chauffage à bois à pellets avec une puissance de 200 kW. Ce chauffage neutre en matière de CO2 peut être utilisé pour diverses applications. Les unités sont économes en énergie et réduisent les coÇ¯ts par rapport aux chauffages traditionnels.Neutre en CO2Démarrage automatiqueAvec connexion thermostat externe;PELLETHEATER 200 KW;Boels biedt een mobiele, duurzame en goedkope warmte oplossing! De hout gestookte pelletheater met een vermogen van 200 kW. Deze CO2 neutrale verwarmingsheater kan gebruikt worden voor uiteenlopende toepassingen. De units zijn energie- en kostenbesparend ten opzichte van de traditionele heaters.CO2 neutraalStart automatischMet externe thermostaataansluitingMet externe voorraadbunker
CHAUFFE-EAU Ç? PELLETS JUSQU'Ç? 700 KW;;https://www.boels.be/fr/louer/controle-climatique/chauffage-co2-neutre/chauffe-eau-a-pellets-jusqua-700-kw;p.s.d.;p.s.d.;Boels fournit un chauffe-eau neutre en matière de CO2 utilisable comme : chauffage central (CC), pour de l'eau de robinet chaude, chauffage pour cultures et applications mobiles de chauffage pour l'industrie. Les unités sont économes en énergie et réduisent les coÇ¯ts par rapport aux chauffages traditionnels.;;
PARASOL CHAUFFANT AU GAZ PROPANE 12 KW;14712.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-gaz/parasol-chauffant-au-gaz-propane-12-kw;54,45;108,9;Ce parasol chauffant au gaz à rayonnement infrarouge transforme votre terrasse ou votre atelier froid en un environnement agréable et plein d'ambiance avec une température agréable. Ce chauffage est conçu avec un bouton de réglage en continu de la température ce qui vous permet de toujours choisir votre température.;PROPAANSTRALER 12 KW;De gasgestookte infraroodstraler verandert uw koude terras of werkplek om in eenheerlijk en sfeervolle omgeving met een aangename temperatuur. Deze heater is uitgevoerd met een traploos regelbare temperatuurknop zodat u altijd zelf de warmte kunt bepalen.Ideaal voor het verwarmen van werkplaatsen en terrassenVentilatie noodzakelijkCompacte afmetingen
PARASOL CHAUFFANT AU GAZ PROPANE 13 KW;11346.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-gaz/parasol-chauffant-au-gaz-propane-13-kw;54,45;108,9;Ce parasol chauffant au gaz à rayonnement infrarouge peut être utilisé là oÇû une chaleur rayonnante dirigée est nécessaire.Idéal pour le chauffage d'ateliers et terrasses;PROPAANSTRALER 13 KW;Deze gasgestookte infraroodstraler kan worden gebruikt waar gerichte stralingswarmte nodig is.Ideaal voor het verwarmen van werkplaatsen en terrassenVentilatie noodzakelijkMet regelbare capaciteit
GÇ?NÇ?RATEUR D'AIR CHAUD AU GAZ 58 KW;11301.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-gaz/generateur-dair-chaud-au-gaz-58-kw;52,94;105,88;Capacité réglableCombustion pratiquement sans odeurPour usage intérieur et extérieurVentilation requise;GASHEATER 58 KW;Gasgestookte heaters voor het snel en gemakkelijk verwarmen van verschillende ruimten.Geschikt voor de industrie, werkplaatsen en tenten.Regelbare capaciteitPraktisch reukloze verbrandingVoor binnen- en buitengebruikVentilatie noodzakelijk
RADIATEUR Ç? GAZ Ç? RAYONNEMENT INFRAROUGE;11378.0;https://www.boels.be/fr/louer/controle-climatique/chauffage-gaz/radiateur-a-gaz-a-rayonnement-infrarouge;27,23;54,45;Ce radiateur à gaz mobile est parfaitement indiqué pour les bureaux, roulottes, espaces habitables ou toute pièce sans électricité.Ventilation requise;GASVERWARMING INFRAROOD;Deze verplaatsbare gaskachel is uitermate geschikt voor kantoren, schaftruimten, woonruimten of bijvoorbeeld locaties waar geen elektriciteit aanwezig is.Ventilatie noodzakelijkCompact modelDirecte stralingswarmte bij inschakeling
CHAUFFE-EAU MOBILE 18 KW;11434.0;https://www.boels.be/fr/louer/controle-climatique/boilers-mobiles-chauffe-eau-mobiles/chauffe-eau-mobile-18-kw;350,9; ;Ce boiler électrique de 18 kW convient pour réchauffer des habitations et des magasins, et se raccorde au chauffage par le sol. Comme il dispose d'un échangeur de chaleur, il peut produire de l'eau chaude.;MOBIELE BOILER 18 KW;Deze elektrische boiler van 18 kW is geschikt voor het verwarmen van woningen en winkels en is aan te sluiten op vloerverwarming.Omdat deze boiler beschikt over een warmtewisselaar kan hier ook warm consumptiewater mee worden verkregen.Warm consumptiewaterCompact en mobielAansluitbaar op vloerverwarmingGeschikt voor anhydriet vloeren
CHAUFFE-EAU MOBILE 21 KW;11437.0;https://www.boels.be/fr/louer/controle-climatique/boilers-mobiles-chauffe-eau-mobiles/chauffe-eau-mobile-21-kw;211,75; ;Le chauffe-eau électrique mobile convient parfaitement comme chauffage d'appoint pour habitations et magasins. Mais l'utilisation d'un chauffe-eau mobile est également indiquée pour des applications comme le séchage d'une chape en ciment ou le chauffage d'un chantier.;MOBIELE BOILER 21 KW;De mobiele elektrische boiler is uitstekend geschikt als noodverwarming voor woningen en winkels. Maar het gebruik van een mobiele boiler geldt ook voor toepassingen zoals een cementdekvloer drogen of als bouwplaats verwarming.Aansluitbaar op vloerverwarmingGeschikt voor anhydriet vloerenCompact en mobiel
CHAUFFE-EAU / CHAUDIÇ?RE DE CHAUFFAGE CENTRAL MOBILE 36 KW;11435.0;https://www.boels.be/fr/louer/controle-climatique/boilers-mobiles-chauffe-eau-mobiles/chauffe-eau-chaudiere-de-chauffage-central-mobile-36-kw;p.s.d.;p.s.d.;Boiler mobile électrique d'une capacité de 40 kW.Compact et mobilePeut être raccordé à un chauffage de solConvient pour sols anhydrites;MOBIELE BOILER / CV KETEL 36 KW;Mobiele elektrische boiler met een capaciteit van 36 kW.Compact en mobielAansluitbaar op vloerverwarmingGeschikt voor anhydriet vloerenOok te gebruiken las 9 KW (400V, 16A) en 18 KW (400V, 32A)
CHAUFFE-EAU MOBILE 150 KW;11438.0;https://www.boels.be/fr/louer/controle-climatique/boilers-mobiles-chauffe-eau-mobiles/chauffe-eau-mobile-150-kw;p.s.d.;p.s.d.;Les chauffe-eau offrent une solution rapide et efficace pour un large éventail d'applications qui nécessitent du chauffage et/ou de l'eau chaude. Pensez à l'entretien d'un chauffe-eau / d'une chaudière existant ou comme solution d'appoint.à raccorder sur chauffage au solEn combinaison avec un module d'eau douce pour douchesIdéal pour sécher les chapesSolution temporaire pour hÇïtels, habitations, bureaux, magasins et événements;MOBIELE BOILER 150 KW;Boilers bieden een snelle en effectieve oplossing voor een breed scala van toepassingen die verwarming en/of warm water nodig hebben. Denk aan onderhoud van bestaande boiler / ketelhuizen of als noodvoorziening.Aan te sluiten op vloerverwarmingIn combinatie met een verswatermodule geschikt voor douchesGeschikt voor het drogen van dekvloerenTijdelijke oplossing voor hotels, woningbouw, kantoren, winkels en evenementen
CHAUFFE-EAU MOBILE 300 KW;84310.0;https://www.boels.be/fr/louer/controle-climatique/boilers-mobiles-chauffe-eau-mobiles/chauffe-eau-mobile-300-kw;p.s.d.;p.s.d.;Les chauffe-eau offrent une solution rapide et efficace pour un large éventail d'applications qui nécessitent du chauffage et/ou de l'eau chaude. Pensez à l'entretien d'un chauffe-eau / d'une chaudière existant ou comme solution d'appoint.;MOBIELE BOILER 300 KW;Boilers bieden een snelle en effectieve oplossing voor een breed scala van toepassingen die verwarming en/of warm water nodig hebben. Denk aan onderhoud van bestaande boiler / ketelhuizen of als noodvoorziening.Aan te sluiten op vloerverwarmingIn combinatie met een verswatermodule geschikt voor douchesGeschikt voor het drogen van dekvloerenTijdelijke oplossing voor hotels, woningbouw, kantoren, winkels en evenementenOok verkrijgbaar als aanhangwagenmodel
CHAUFFE-EAU MOBILE 300KW;84311.0;https://www.boels.be/fr/louer/controle-climatique/boilers-mobiles-chauffe-eau-mobiles/chauffe-eau-mobile-300kw;p.s.d.;p.s.d.;Les chauffe-eau offrent une solution rapide et efficace pour un large éventail d'applications qui nécessitent du chauffage et/ou de l'eau chaude. Pensez à l'entretien d'un chauffe-eau / d'une chaudière existant ou comme solution d'appoint.à raccorder sur chauffage au solEn combinaison avec un module d'eau douce pour douchesIdéal pour sécher les chapesSolution temporaire pour hÇïtels, habitations, bureaux, magasins et événements;MOBIELE BOILERCONTAINER 300KW;Boilers bieden een snelle en effectieve oplossing voor een breed scala van toepassingen die verwarming en/of warm water nodig hebben. Denk aan onderhoud van bestaande boiler / ketelhuizen of als noodvoorziening.Aan te sluiten op vloerverwarmingIn combinatie met een verswatermodule geschikt voor douchesGeschikt voor het drogen van dekvloerenTijdelijke oplossing voor hotels, woningbouw, kantoren, winkels en evenementen
CHAUFFE-EAU MOBILE 600 KW;86200.0;https://www.boels.be/fr/louer/controle-climatique/boilers-mobiles-chauffe-eau-mobiles/chauffe-eau-mobile-600-kw;p.s.d.;p.s.d.;Nos chauffe-eau mobiles offrent une solution rapide et efficace pour un large éventail d'applications qui nécessitent du chauffage et/ou de l'eau chaude. Pensez à l'entretien d'un chauffe-eau / d'une chaudière existant ou comme solution d'appoint.;MOBIELE BOILERCONTAINER 600 KW;Onze mobiele boilers bieden een snelle en effectieve oplossing voor een breed scala van toepassingen die verwarming en/of warm water nodig hebben. Denk aan onderhoud van bestaande boiler/ketelhuizen of als noodvoorziening.Aan te sluiten op vloerverwarmingIn combinatie met een verswatermodule geschikt voor douchesGeschikt voor het drogen van dekvloerenTijdelijke oplossing voor hotels, woningbouw, kantoren, winkels en evenementen
CONTENEUR CHAUFFE-EAU 1300 KW;84314.0;https://www.boels.be/fr/louer/controle-climatique/boilers-mobiles-chauffe-eau-mobiles/conteneur-chauffe-eau-1300-kw;p.s.d.;p.s.d.;Nos chauffe-eau mobiles offrent une solution rapide et efficace pour un large éventail d'applications qui nécessitent du chauffage et/ou de l'eau chaude. Pensez à l'entretien d'un chauffe-eau / d'une chaudière existant ou comme solution d'appoint.à raccorder sur chauffage au solEn combinaison avec un module d'eau douce pour douchesIdéal pour sécher les chapesSolution temporaire pour hÇïtels, habitations, bureaux, magasins et événements;MOBIELE BOILERCONTAINER 1300 KW;Onze mobiele boilers bieden een snelle en effectieve oplossing voor een breed scala van toepassingen die verwarming en/of warm water nodig hebben. Denk aan onderhoud van bestaande boiler/ketelhuizen of als noodvoorziening.Aan te sluiten op vloerverwarmingIn combinatie met een verswatermodule geschikt voor douchesGeschikt voor het drogen van dekvloerenTijdelijke oplossing voor hotels, woningbouw, kantoren, winkels en evenementen
Ç?CHANGEUR DE CHALEUR 600 KW;82216.0;https://www.boels.be/fr/louer/controle-climatique/boilers-mobiles-chauffe-eau-mobiles/echangeur-de-chaleur-600-kw;p.s.d.;p.s.d.;Ç?changeurs de chaleur jusqu'à une puissance de 600 kW, conviennent pour refroidir ou réchauffer des processus ou des liquides. Avec un échangeur de chaleur vous maintenez les liquides du processus séparés alors que les liquides ou le processus sont refroidis ou réchauffés. Température de liquide constante avec des pertes de transfert minimales.à raccorder sur chauffe-eau et chillers mobiles;WARMTEWISSELAAR 600 KW;Warmtewisselaars tot een vermogen van 600 kW, geschikt om processen of vloeistoffen te koelen of te verwarmen. Met een warmtewisselaar houdt u de vloeistoffen in het proces gescheiden, terwijl de vloeistoffen of het proces gekoeld of verwarmd worden. Constante vloeistoftemperatuur met minimale overdrachtsverliezen.Aan te sluiten op mobiele boilers en chillers
MODULE EAU FRAÇ?CHE 112 KW;11436.0;https://www.boels.be/fr/louer/controle-climatique/boilers-mobiles-chauffe-eau-mobiles/module-eau-fraiche-112-kw;p.s.d.;p.s.d.;Le module garantit de l'eau chaude à 100% hygiénique et fraÇ©che et évite la croissance des bactéries de la légionellose dans le circuit d'eau chaude de l'installation. équipé d'une pompe de circulation;VERSWATERMODULE 112 KW;De module garandeert 100% hygiënisch en vers warm water en het voorkomt de groei van legionella bacteriën in het warm water circuit van de installatie.Voorzien van een circulatiepomp
MODULE EAU FRAÇ?CHE 240 KW;84298.0;https://www.boels.be/fr/louer/controle-climatique/boilers-mobiles-chauffe-eau-mobiles/module-eau-fraiche-240-kw;p.s.d.;p.s.d.;Le module garantit de l'eau chaude à 100% hygiénique et fraÇ©che et évite la croissance des bactéries de la légionellose dans le circuit d'eau chaude de l'installation. Ç?quipé d'une pompe de circulation;VERSWATERMODULE 240 KW;De module garandeert 100% hygiënisch en vers warm water en het voorkomt de groei van legionella bacteriën in het warm water circuit van de installatie.Voorzien van circulatiepomp
CLIMATISEUR 2 KW REFROIDISSEMENT Ç? AIR A8;11338.0;https://www.boels.be/fr/louer/controle-climatique/refroidissement/climatiseur-2-kw-refroidissement-a-air-a8;114,95; ;Créez une ambiance de travail agréable par exemple dans les bureaux, salles de conférence et salles informatiques à l'aide de ce climatiseur mobile. Avec thermostat, contrÇïle de température et de ventilation.Facile à déplacerMachine plug and play à mise en service rapide;AIRCONDITIONING 2 KW LUCHTGEKOELD A8;Creëer een prettig werkklimaat in bijvoorbeeld kantoren, conferentiezalen en computerruimten met deze mobiele airconditioning-unit. Uitgerust met thermostaat, temperatuur- en ventilatiecontrole.Gemakkelijk verplaatsbaarPlug en play machine welke snel inzetbaar is
CLIMATISATION 6,5 KW, REFROIDISSEMENT Ç? L'EAU DE DISTRIBUTION;11447.0;https://www.boels.be/fr/louer/controle-climatique/refroidissement/climatisation-65-kw-refroidissement-a-leau-de-distribution;p.s.d.;p.s.d.;Les climatiseurs à refroidissement à eau sont idéaux pour des situations oÇû une installation extérieure n'est pas possible. Le climatiseur peut être raccordé directement au réseau d'eau public ou à un autre réseau d'eau. Grâce à l'utilisation d'une soupape de réglage du débit d'eau la consommation d'eau est minimale.;AIRCONDITIONING 6,5 KW GEKOELD MET LEIDINGWATER;De watergekoelde airco's zijn ideaal voor situaties waarbij buitenopstelling niet mogelijk is. De airco is direct aansluitbaar op het waterleidingnet of op een ander watercircuit. Dankzij toepassing van een waterregelventiel is het waterverbruik minimaal.Koudwaterleiding noodzakelijkZonder buitenunit
